sites,timestamp,year,month,cld,tmp,pre
AU-Wom,2004-09-16T00:00:00Z,2004,9,66.4000015258789,9.19999980926514,88.9000015258789
AU-Wom,2004-10-16T00:00:00Z,2004,10,49.4000015258789,12.6000003814697,51
AU-Wom,2004-11-16T00:00:00Z,2004,11,53.6000022888184,14.5,112.5
AU-Wom,2004-12-16T00:00:00Z,2004,12,48.2000007629395,16.8000011444092,71.0999984741211
AU-Wom,2005-01-16T00:00:00Z,2005,1,41.1000022888184,19,40
AU-Wom,2005-02-15T00:00:00Z,2005,2,47.7999992370605,16.7000007629395,155.199996948242
AU-Wom,2005-03-16T00:00:00Z,2005,3,48.2999992370605,15.5,9
AU-Wom,2005-04-16T00:00:00Z,2005,4,45,15.5,24.3000011444092
AU-Wom,2005-05-16T00:00:00Z,2005,5,58.5,10.3000001907349,18
AU-Wom,2005-06-16T00:00:00Z,2005,6,67.8000030517578,8.90000057220459,75.8000030517578
AU-Wom,2005-07-16T00:00:00Z,2005,7,65.8000030517578,7.70000028610229,58.2000007629395
AU-Wom,2005-08-16T00:00:00Z,2005,8,58.7999992370605,8.10000038146973,104.200004577637
AU-Wom,2005-09-16T00:00:00Z,2005,9,60.1000022888184,9.30000019073486,67.4000015258789
AU-Wom,2005-10-16T00:00:00Z,2005,10,59.2999992370605,12.4000005722046,65.2000045776367
AU-Wom,2005-11-16T00:00:00Z,2005,11,49.6000022888184,15.4000005722046,51.9000015258789
AU-Wom,2005-12-16T00:00:00Z,2005,12,37.7999992370605,17.6000003814697,44.5
AU-Wom,2006-01-16T00:00:00Z,2006,1,41.2000007629395,21.3999996185303,58.7000007629395
AU-Wom,2006-02-15T00:00:00Z,2006,2,35.6000022888184,18.7000007629395,38.1000022888184
AU-Wom,2006-03-16T00:00:00Z,2006,3,41.9000015258789,18,12.5
AU-Wom,2006-04-16T00:00:00Z,2006,4,60.7000007629395,11.1999998092651,56.6000022888184
AU-Wom,2006-05-16T00:00:00Z,2006,5,67.3000030517578,8.69999980926514,66.4000015258789
AU-Wom,2006-06-16T00:00:00Z,2006,6,59.7000007629395,6.20000028610229,28.8000011444092
AU-Wom,2006-07-16T00:00:00Z,2006,7,68.2000045776367,6.90000009536743,68
AU-Wom,2006-08-16T00:00:00Z,2006,8,53.7999992370605,7.90000009536743,45.9000015258789
AU-Wom,2006-09-16T00:00:00Z,2006,9,48,9.90000057220459,47.6000022888184
AU-Wom,2006-10-16T00:00:00Z,2006,10,37.4000015258789,12.1999998092651,11.6999998092651
AU-Wom,2006-11-16T00:00:00Z,2006,11,45.7000007629395,14.1000003814697,26.2000007629395
AU-Wom,2006-12-16T00:00:00Z,2006,12,42.4000015258789,16.3000011444092,20.3000011444092
AU-Wom,2007-01-16T00:00:00Z,2007,1,42.2999992370605,19.6000003814697,35.2999992370605
AU-Wom,2007-02-15T00:00:00Z,2007,2,35.6000022888184,20.7000007629395,25.6000003814697
AU-Wom,2007-03-16T00:00:00Z,2007,3,46.9000015258789,16.8000011444092,33.2999992370605
AU-Wom,2007-04-16T00:00:00Z,2007,4,53,13.9000005722046,28.8999996185303
AU-Wom,2007-05-16T00:00:00Z,2007,5,65.3000030517578,11.6000003814697,69
AU-Wom,2007-06-16T00:00:00Z,2007,6,70.8000030517578,6.59999990463257,82
AU-Wom,2007-07-16T00:00:00Z,2007,7,60.9000015258789,6.5,112.400001525879
AU-Wom,2007-08-16T00:00:00Z,2007,8,55.5,8.5,39
AU-Wom,2007-09-16T00:00:00Z,2007,9,50.2999992370605,9.30000019073486,40.4000015258789
AU-Wom,2007-10-16T00:00:00Z,2007,10,49.5,12.1000003814697,22.3000011444092
AU-Wom,2007-11-16T00:00:00Z,2007,11,55.7000007629395,15.5,84
AU-Wom,2007-12-16T00:00:00Z,2007,12,46.2000007629395,17.8999996185303,67.9000015258789
AU-Wom,2008-01-16T00:00:00Z,2008,1,42,19.7000007629395,27.3999996185303
AU-Wom,2008-02-15T00:00:00Z,2008,2,38.7000007629395,17.6000003814697,36.2000007629395
AU-Wom,2008-03-16T00:00:00Z,2008,3,37.6000022888184,17.7000007629395,25.3000011444092
AU-Wom,2008-04-16T00:00:00Z,2008,4,51.7000007629395,12.1999998092651,15.5
AU-Wom,2008-05-16T00:00:00Z,2008,5,61.6000022888184,9.5,55.1000022888184
AU-Wom,2008-06-16T00:00:00Z,2008,6,74.2000045776367,8.90000057220459,52.7999992370605
AU-Wom,2008-07-16T00:00:00Z,2008,7,67.5,6.40000009536743,83.2000045776367
AU-Wom,2008-08-16T00:00:00Z,2008,8,63.6000022888184,6.59999990463257,74.5
AU-Wom,2008-09-16T00:00:00Z,2008,9,47.9000015258789,9.40000057220459,31.3999996185303
AU-Wom,2008-10-16T00:00:00Z,2008,10,48.7000007629395,12.6999998092651,17.7000007629395
AU-Wom,2008-11-16T00:00:00Z,2008,11,59.2999992370605,14,57.7000007629395
AU-Wom,2008-12-16T00:00:00Z,2008,12,52.2000007629395,15.4000005722046,75.0999984741211
AU-Wom,2009-01-16T00:00:00Z,2009,1,28,19.3000011444092,1.60000002384186
AU-Wom,2009-02-15T00:00:00Z,2009,2,41.7000007629395,19.3999996185303,3.5
AU-Wom,2009-03-16T00:00:00Z,2009,3,51.2999992370605,15.9000005722046,37.7000007629395
AU-Wom,2009-04-16T00:00:00Z,2009,4,54.5,12.3000001907349,41.6000022888184
AU-Wom,2009-05-16T00:00:00Z,2009,5,65.3000030517578,9.80000019073486,22.8000011444092
AU-Wom,2009-06-16T00:00:00Z,2009,6,72.9000015258789,7.40000009536743,54.6000022888184
AU-Wom,2009-07-16T00:00:00Z,2009,7,61.6000022888184,7.09999990463257,66.0999984741211
AU-Wom,2009-08-16T00:00:00Z,2009,8,62.2000007629395,8.80000019073486,83.9000015258789
AU-Wom,2009-09-16T00:00:00Z,2009,9,57.2000007629395,9.5,103.400001525879
AU-Wom,2009-10-16T00:00:00Z,2009,10,57.4000015258789,11.4000005722046,40.7999992370605
AU-Wom,2009-11-16T00:00:00Z,2009,11,50.9000015258789,17.3999996185303,86.3000030517578
AU-Wom,2009-12-16T00:00:00Z,2009,12,41.6000022888184,17.3999996185303,43.6000022888184
AU-Wom,2010-01-16T00:00:00Z,2010,1,35,19.1000003814697,36.5
AU-Wom,2010-02-15T00:00:00Z,2010,2,44.1000022888184,20.2000007629395,54.1000022888184
AU-Wom,2010-03-16T00:00:00Z,2010,3,53.9000015258789,16.8999996185303,72.5999984741211
AU-Wom,2010-04-16T00:00:00Z,2010,4,66,13.9000005722046,45.7999992370605
AU-Wom,2010-05-16T00:00:00Z,2010,5,62.7000007629395,9.69999980926514,54
AU-Wom,2010-06-16T00:00:00Z,2010,6,70,7,86.0999984741211
AU-Wom,2010-07-16T00:00:00Z,2010,7,62.9000015258789,6.5,57.6000022888184
AU-Wom,2010-08-16T00:00:00Z,2010,8,65.4000015258789,6.70000028610229,135.800003051758
AU-Wom,2010-09-16T00:00:00Z,2010,9,70.3000030517578,8,87.2000045776367
AU-Wom,2010-10-16T00:00:00Z,2010,10,57.2999992370605,11.6000003814697,137.5
AU-Wom,2010-11-16T00:00:00Z,2010,11,60.5,14.4000005722046,120.900001525879
AU-Wom,2010-12-16T00:00:00Z,2010,12,48.5,16.2000007629395,78
AU-Wom,2011-01-16T00:00:00Z,2011,1,48,19,128.5
AU-Wom,2011-02-15T00:00:00Z,2011,2,52.2999992370605,18.2000007629395,110.400001525879
AU-Wom,2011-03-16T00:00:00Z,2011,3,64.4000015258789,15.4000005722046,44.2999992370605
AU-Wom,2011-04-16T00:00:00Z,2011,4,57.4000015258789,12.9000005722046,49.1000022888184
AU-Wom,2011-05-16T00:00:00Z,2011,5,74.3000030517578,9.19999980926514,56.6000022888184
AU-Wom,2011-06-16T00:00:00Z,2011,6,63.2999992370605,7.80000019073486,54.7000007629395
AU-Wom,2011-07-16T00:00:00Z,2011,7,67.4000015258789,7.20000028610229,71
AU-Wom,2011-08-16T00:00:00Z,2011,8,61.4000015258789,9.10000038146973,59.2000007629395
AU-Wom,2011-09-16T00:00:00Z,2011,9,52.4000015258789,10,58.9000015258789
AU-Wom,2011-10-16T00:00:00Z,2011,10,60.9000015258789,12.6999998092651,65.0999984741211
AU-Wom,2011-11-16T00:00:00Z,2011,11,56.6000022888184,16.1000003814697,99.9000015258789
AU-Wom,2011-12-16T00:00:00Z,2011,12,47,17.1000003814697,43.1000022888184
AU-Wom,2012-01-16T00:00:00Z,2012,1,41.1000022888184,20.1000003814697,30.2000007629395
AU-Wom,2012-02-15T00:00:00Z,2012,2,45.2000007629395,19.8000011444092,46.1000022888184
AU-Wom,2012-03-16T00:00:00Z,2012,3,59.2000007629395,16.1000003814697,59.7999992370605
AU-Wom,2012-04-16T00:00:00Z,2012,4,53.7000007629395,13.6999998092651,34.2000007629395
AU-Wom,2012-05-16T00:00:00Z,2012,5,62.2999992370605,9.69999980926514,70.0999984741211
AU-Wom,2012-06-16T00:00:00Z,2012,6,71.3000030517578,7.09999990463257,119.400001525879
AU-Wom,2012-07-16T00:00:00Z,2012,7,65.7000045776367,7.09999990463257,48.9000015258789
AU-Wom,2012-08-16T00:00:00Z,2012,8,60.4000015258789,7.59999990463257,80.3000030517578
AU-Wom,2012-09-16T00:00:00Z,2012,9,54.1000022888184,9.69999980926514,61.6000022888184
AU-Wom,2012-10-16T00:00:00Z,2012,10,48.6000022888184,12.1000003814697,33
AU-Wom,2012-11-16T00:00:00Z,2012,11,49.6000022888184,15.6999998092651,34.6000022888184
AU-Wom,2012-12-16T00:00:00Z,2012,12,42.1000022888184,17.7000007629395,39.6000022888184
AU-Wom,2013-01-16T00:00:00Z,2013,1,34.7000007629395,19.7000007629395,8.40000057220459
AU-Wom,2013-02-15T00:00:00Z,2013,2,37.7000007629395,20.8000011444092,47.9000015258789
AU-Wom,2013-03-16T00:00:00Z,2013,3,47.5,18.7000007629395,25.7000007629395
AU-Wom,2013-04-16T00:00:00Z,2013,4,56.9000015258789,13.6000003814697,28.8000011444092
AU-Wom,2013-05-16T00:00:00Z,2013,5,64.5,10.4000005722046,66.0999984741211
AU-Wom,2013-06-16T00:00:00Z,2013,6,71.4000015258789,7.90000009536743,102.700004577637
AU-Wom,2013-07-16T00:00:00Z,2013,7,64.8000030517578,7.80000019073486,96
AU-Wom,2013-08-16T00:00:00Z,2013,8,62.5,8.69999980926514,100.599998474121
AU-Wom,2013-09-16T00:00:00Z,2013,9,58.4000015258789,11.1999998092651,85.2000045776367
AU-Wom,2013-10-16T00:00:00Z,2013,10,55.5,12.1000003814697,84.8000030517578
AU-Wom,2013-11-16T00:00:00Z,2013,11,55.2000007629395,13.9000005722046,46.1000022888184
AU-Wom,2013-12-16T00:00:00Z,2013,12,44.5,17.5,35.6000022888184
AU-Wom,2014-01-16T00:00:00Z,2014,1,36.7999992370605,20.8000011444092,18.8999996185303
AU-Wom,2014-02-15T00:00:00Z,2014,2,39.6000022888184,20.2000007629395,24.6000003814697
AU-Wom,2014-03-16T00:00:00Z,2014,3,50.1000022888184,17.3000011444092,41.9000015258789
AU-Wom,2014-04-16T00:00:00Z,2014,4,67.7000045776367,13.8000001907349,76.8000030517578
AU-Wom,2014-05-16T00:00:00Z,2014,5,66.7000045776367,11.5,59.7000007629395
AU-Wom,2014-06-16T00:00:00Z,2014,6,79,8.60000038146973,94.3000030517578
AU-Wom,2014-07-16T00:00:00Z,2014,7,67.5999984741211,7.20000028610229,52.4000015258789
AU-Wom,2014-08-16T00:00:00Z,2014,8,53.9000015258789,7.5,50.4000015258789
AU-Wom,2014-09-16T00:00:00Z,2014,9,51.7999992370605,10.1999998092651,40.9000015258789
AU-Wom,2014-10-16T00:00:00Z,2014,10,47.9000015258789,13.5,37
AU-Wom,2014-11-16T00:00:00Z,2014,11,45.1000022888184,15.5,39.9000015258789
AU-Wom,2014-12-16T00:00:00Z,2014,12,47.6000022888184,17.2000007629395,55.1000022888184
AU-Wom,2015-01-16T00:00:00Z,2015,1,48.5,19.2000007629395,62.6000022888184
AU-Wom,2015-02-15T00:00:00Z,2015,2,39.5,20.5,24.2000007629395
AU-Wom,2015-03-16T00:00:00Z,2015,3,45.2000007629395,15.6000003814697,23.3999996185303
AU-Wom,2015-04-16T00:00:00Z,2015,4,65.5,12.1999998092651,47.5
AU-Wom,2015-05-16T00:00:00Z,2015,5,66.5999984741211,9.90000057220459,69.9000015258789
AU-Wom,2015-06-16T00:00:00Z,2015,6,69.7000045776367,7.30000019073486,52.7000007629395
AU-Wom,2015-07-16T00:00:00Z,2015,7,66.5,6.30000019073486,64.7000045776367
AU-Wom,2015-08-16T00:00:00Z,2015,8,66.3000030517578,7.20000028610229,64
AU-Wom,2015-09-16T00:00:00Z,2015,9,54.4000015258789,9.40000057220459,43
AU-Wom,2015-10-16T00:00:00Z,2015,10,46.2000007629395,14.1000003814697,18.8999996185303
AU-Wom,2015-11-16T00:00:00Z,2015,11,50.5,15.6000003814697,41.1000022888184
AU-Wom,2015-12-16T00:00:00Z,2015,12,39.4000015258789,19.3000011444092,28.3000011444092
AU-Wom,2016-01-16T00:00:00Z,2016,1,49.4000015258789,20.1000003814697,43.4000015258789
AU-Wom,2016-02-15T00:00:00Z,2016,2,37.5,19.8000011444092,40.6000022888184
AU-Wom,2016-03-16T00:00:00Z,2016,3,56.7999992370605,18.3000011444092,33.1000022888184
AU-Wom,2016-04-16T00:00:00Z,2016,4,52.7000007629395,14.8000001907349,27.3000011444092
AU-Wom,2016-05-16T00:00:00Z,2016,5,69.0999984741211,11.3000001907349,84.8000030517578
AU-Wom,2016-06-16T00:00:00Z,2016,6,75,7.80000019073486,108
AU-Wom,2016-07-16T00:00:00Z,2016,7,77.7000045776367,7.70000028610229,124.300003051758
AU-Wom,2016-08-16T00:00:00Z,2016,8,62.2000007629395,8.19999980926514,71.4000015258789
AU-Wom,2016-09-16T00:00:00Z,2016,9,71.9000015258789,9.5,120.400001525879
AU-Wom,2016-10-16T00:00:00Z,2016,10,58.5,11.6000003814697,95.8000030517578
AU-Wom,2016-11-16T00:00:00Z,2016,11,53.1000022888184,14.1000003814697,44.1000022888184
AU-Wom,2016-12-16T00:00:00Z,2016,12,46.2999992370605,17.8999996185303,41.7999992370605
AU-Wom,2017-01-16T00:00:00Z,2017,1,43.1000022888184,20.2000007629395,35.1000022888184
AU-Wom,2017-02-15T00:00:00Z,2017,2,41.9000015258789,19,48.9000015258789
AU-Wom,2017-03-16T00:00:00Z,2017,3,45.9000015258789,18.8999996185303,36.2000007629395
AU-Wom,2017-04-16T00:00:00Z,2017,4,61.6000022888184,13.6000003814697,78.2000045776367
AU-Wom,2017-05-16T00:00:00Z,2017,5,65.5999984741211,9.90000057220459,58.1000022888184
AU-Wom,2017-06-16T00:00:00Z,2017,6,60.2999992370605,7.30000019073486,24.8999996185303
AU-Wom,2017-07-16T00:00:00Z,2017,7,54.2999992370605,7,64.8000030517578
AU-Wom,2017-08-16T00:00:00Z,2017,8,62,7.40000009536743,113.300003051758
AU-Wom,2017-09-16T00:00:00Z,2017,9,52.2000007629395,9.5,76.9000015258789
AU-Wom,2017-10-16T00:00:00Z,2017,10,49.2999992370605,13.3000001907349,69.4000015258789
AU-Wom,2017-11-16T00:00:00Z,2017,11,50.1000022888184,17,44.6000022888184
AU-Wom,2017-12-16T00:00:00Z,2017,12,51,18.1000003814697,68.3000030517578
AU-Wom,2018-01-16T00:00:00Z,2018,1,39.2000007629395,21.1000003814697,41.1000022888184
AU-Wom,2018-02-15T00:00:00Z,2018,2,41.9000015258789,20.3000011444092,18.7000007629395
AU-Wom,2018-03-16T00:00:00Z,2018,3,44.2000007629395,17.3999996185303,17.7000007629395
AU-Wom,2018-04-16T00:00:00Z,2018,4,46.2000007629395,14.8000001907349,21
AU-Wom,2018-05-16T00:00:00Z,2018,5,68.9000015258789,10.6000003814697,79.3000030517578
AU-Wom,2018-06-16T00:00:00Z,2018,6,66.0999984741211,7.40000009536743,73.7000045776367
AU-Wom,2018-07-16T00:00:00Z,2018,7,59.9000015258789,7.20000028610229,65.3000030517578
AU-Wom,2018-08-16T00:00:00Z,2018,8,61.4000015258789,7.59999990463257,95.4000015258789
AU-Wom,2018-09-16T00:00:00Z,2018,9,49.2000007629395,9.10000038146973,44.5
AU-Wom,2018-10-16T00:00:00Z,2018,10,49.7000007629395,13.5,38.2999992370605
AU-Wom,2018-11-16T00:00:00Z,2018,11,53.6000022888184,15,57.7000007629395
AU-Wom,2018-12-16T00:00:00Z,2018,12,48.5,19.1000003814697,67.8000030517578
AU-Wom,2019-01-16T00:00:00Z,2019,1,35.2999992370605,21.6000003814697,11
AU-Wom,2019-02-15T00:00:00Z,2019,2,41.9000015258789,19.7000007629395,39.5
AU-Wom,2019-03-16T00:00:00Z,2019,3,47.7999992370605,17.3999996185303,24.6000003814697
AU-Wom,2019-04-16T00:00:00Z,2019,4,51.6000022888184,14.1000003814697,17.2000007629395
AU-Wom,2019-05-16T00:00:00Z,2019,5,68,10.6000003814697,88.7000045776367
AU-Wom,2019-06-16T00:00:00Z,2019,6,66.5999984741211,7.90000009536743,92.4000015258789
AU-Wom,2019-07-16T00:00:00Z,2019,7,71.7000045776367,7.90000009536743,73.8000030517578
AU-Wom,2019-08-16T00:00:00Z,2019,8,61.5,7.30000019073486,77.5999984741211
AU-Wom,2019-09-16T00:00:00Z,2019,9,52.6000022888184,9.19999980926514,62.6000022888184
AU-Wom,2019-10-16T00:00:00Z,2019,10,42.2999992370605,13.1999998092651,63.9000015258789
AU-Wom,2019-11-16T00:00:00Z,2019,11,49.7000007629395,14.1999998092651,61.2999992370605
AU-Wom,2019-12-16T00:00:00Z,2019,12,42.5,18.3000011444092,12.8000001907349
AU-Wom,2020-01-16T00:00:00Z,2020,1,41.2999992370605,19.7000007629395,53.5
AU-Wom,2020-02-15T00:00:00Z,2020,2,44.7000007629395,19,78.5999984741211
AU-Wom,2020-03-16T00:00:00Z,2020,3,55.7000007629395,16.8000011444092,32.6000022888184
AU-Wom,2020-04-16T00:00:00Z,2020,4,69.0999984741211,12.6999998092651,92.2000045776367
AU-Wom,2020-05-16T00:00:00Z,2020,5,67.5,9.30000019073486,67.2000045776367
AU-Wom,2020-06-16T00:00:00Z,2020,6,64.7000045776367,7.5,52.4000015258789
AU-Wom,2020-07-16T00:00:00Z,2020,7,63.9000015258789,6.90000009536743,52.1000022888184
AU-Wom,2020-08-16T00:00:00Z,2020,8,62.7000007629395,7.80000019073486,83.5999984741211
AU-Wom,2020-09-16T00:00:00Z,2020,9,57.2999992370605,10.3000001907349,68.0999984741211
AU-Wom,2020-10-16T00:00:00Z,2020,10,60.2999992370605,12.6999998092651,88.2000045776367
AU-Wom,2020-11-16T00:00:00Z,2020,11,46.2999992370605,17.2000007629395,50.9000015258789
AU-Wom,2020-12-16T00:00:00Z,2020,12,49.6000022888184,16.3000011444092,58
